# Netdata Topology OUI Vendor Dataset
# Generated: 2026-02-26T08:31:44Z
# Sources:
# - ieee_oui https://standards-oui.ieee.org/oui/oui.csv
# - ieee_cid https://standards-oui.ieee.org/cid/cid.csv
# - ieee_oui36 https://standards-oui.ieee.org/oui36/oui36.csv
# - ieee_iab https://standards-oui.ieee.org/iab/iab.csv
# Format: <HEX_PREFIX>\t<VENDOR>
001BC5000	Converging Systems Inc.
DC9FDB	Ubiquiti Inc
DCA0D0	Amazon Technologies Inc.
DCA120	Nokia
DCA266	Hon Hai Precision Ind. Co.,Ltd.
DCA281	Honor Device Co., Ltd.
DCA313	Shenzhen Changjin Communication Technology Co.,Ltd
DCA333	Shenzhen YOUHUA Technology Co., Ltd
DCA3A2	Feng mi(Beijing)technology co., LTD
DCA3AC	RBcloudtech
DCA4CA	Apple, Inc.
DCA5F4	Cisco Systems, Inc
DCA632	Raspberry Pi Trading Ltd
DCA633	Commscope
DCA6BD	Beijing Lanbo Technology Co., Ltd.
DCA706	CHENGDU KT ELECTRONIC HI-TECH CO.,LTD
DCA782	HUAWEI TECHNOLOGIES CO.,LTD
DCA7D9	Compressor Controls Corp
DCA8CF	New Spin Golf, LLC.
DCA904	Apple, Inc.
DCA956	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
DCA971	Intel Corporate
DCA989	MACANDC
DCAA43	Shenzhen Terca Information Technology Co., Ltd.
DCAC6F	Everytale Inc
DCAD9E	GreenPriz
DCAE04	CELOXICA Ltd
DCAEEB	Ruckus Wireless
DCAF68	WEIFANG GOERTEK ELECTRONICS CO.,LTD
DCB058	Bürkert Werke GmbH
DCB082	Nokia
DCB131	SHENZHEN HUARUIAN TECHNOLOGY CO.,LTD
DCB347	SHENZHEN FAST TECHNOLOGIES CO.,LTD
DCB3B4	Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd.
DCB43F	eero inc.
DCB4AC	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
DCB4C4	Microsoft XCG
DCB4CA	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
DCB4D9	Espressif Inc.
DCB4E8	Byos
DCB54F	Apple, Inc.
DCB72E	Xiaomi Communications Co Ltd
DCB7AC	Hewlett Packard Enterprise
DCB7FC	Alps Electric (Ireland) Ltd
DCB808	Extreme Networks Headquarters
DCBB3D	Extreme Networks Headquarters
DCBB96	Full Solution Telecom
DCBD7A	Guangzhou Shiyuan Electronic Technology Company Limited
DCBDCC	Quectel Wireless Solutions Co.,Ltd.
DCBE04	Texas Instruments
DCBE49	ITEL MOBILE LIMITED
DCBE7A	Zhejiang Nurotron Biotechnology Co.
DCBF90	HUIZHOU QIAOXING TELECOMMUNICATION INDUSTRY CO.,LTD.
DCBFE9	Motorola Mobility LLC, a Lenovo Company
DCC0DB	Shenzhen Kaiboer Technology Co., Ltd.
DCC0EB	ASSA ABLOY CÔTE PICARDE
DCC101	SOLiD Technologies, Inc.
DCC2C9	CANON INC.
DCC422	Systembase Limited
DCC49C	Samsung Electronics Co.,Ltd
DCC622	BUHEUNG SYSTEM
DCC64B	HUAWEI TECHNOLOGIES CO.,LTD
DCC793	Nokia Corporation
DCC8F5	Shanghai UMEinfo CO.,LTD.
DCCBA8	Explora Technologies Inc
DCCC8D	Integrated Device Technology (Malaysia) Sdn. Bhd.
DCCCE6	Samsung Electronics Co.,Ltd
DCCD18	Nintendo Co.,Ltd
DCCD2F	Seiko Epson Corporation
DCCD66	NXP Semiconductor (Tianjin) LTD.
DCCD74	Japan E.M.Solutions Co., Ltd.
DCCE41	FE GLOBAL HONG KONG LIMITED
DCCEBC	Shenzhen JSR Technology Co.,Ltd.
DCCEC1	Cisco Systems, Inc
DCCF94	Beijing Rongcheng Hutong Technology Co., Ltd.
DCCF96	Samsung Electronics Co.,Ltd
DCD0F7	Bentek Systems Ltd.
DCD160	Tianjin Changdatong Technology Co.,LTD
DCD255	Kinpo Electronics, Inc.
DCD26A	Hangzhou Hikvision Digital Technology Co.,Ltd.
DCD2FC	HUAWEI TECHNOLOGIES CO.,LTD
DCD2FD	HUAWEI TECHNOLOGIES CO.,LTD
DCD321	HUMAX Co., Ltd.
DCD3A2	Apple, Inc.
DCD444	Huawei Device Co., Ltd.
DCD52A	Sunny Heart Limited
DCD7A0	Huawei Device Co., Ltd.
DCD83B	Cisco Systems, Inc
DCD87C	Beijing Jingdong Century Trading Co., LTD.
DCD87F	Shenzhen JoinCyber Telecom Equipment Ltd
DCD916	HUAWEI TECHNOLOGIES CO.,LTD
DCD9AE	Nokia Shanghai Bell Co., Ltd.
DCDA0C	Espressif Inc.
DCDA4D	CELESTICA INC.
DCDA4F	GETCK TECHNOLOGY,  INC
DCDA80	New H3C Technologies Co., Ltd
DCDB27	Huawei Device Co., Ltd.
DCDB70	Tonfunk Systementwicklung und Service GmbH
DCDC07	TRP Systems BV
DCDCC3	Extreme Networks Headquarters
DCDCE2	Samsung Electronics Co.,Ltd
DCDD24	Energica Motor Company SpA
DCDE4F	Gionee Communication Equipment Co Ltd
DCDECA	Akyllor
DCDEE3	Texas Instruments
DCDFD6	zte corporation
DCE026	Patrol Tag, Inc
DCE0EB	Nanjing Aozheng Information Technology Co.Ltd
DCE1AD	Shenzhen Wintop Photoelectric Technology Co., Ltd
DCE2AC	Lumens Digital Optics Inc.
DCE305	AO
DCE533	IEEE Registration Authority
DCE55B	Google, Inc.
DCE578	Experimental Factory of Scientific Engineering and Special Design Department
DCE5D8	zte corporation
DCE650	Extreme Networks Headquarters
DCE71C	AUG Elektronik GmbH
DCE838	CK Telecom (Shenzhen) Limited
DCE994	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
DCEAE7	D-Link Corporation
DCEB4D	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
DCEB53	Wuhan QianXiao Elecronic Technology CO.,LTD
DCEB69	Vantiva USA LLC
DCEB94	Cisco Systems, Inc
DCEC06	Heimi Network Technology Co., Ltd.
DCEC4F	Guangzhou Shiyuan Electronic Technology Company Limited
DCECE3	HORYS TECHNOLOGIES LLC
DCED83	Beijing Xiaomi Mobile Software Co., Ltd
DCED84	Haverford Systems Inc
DCEE06	HUAWEI TECHNOLOGIES CO.,LTD
DCEE14	ADT Technology
DCEF09	NETGEAR
DCEF80	HUAWEI TECHNOLOGIES CO.,LTD
DCEFCA	Murata Manufacturing Co., Ltd.
DCF05D	Letta Teknoloji
DCF090	Nubia Technology Co.,Ltd.
DCF110	Nokia Corporation
DCF31C	Texas Instruments
DCF34C	PT HAN SUNG ELECTORONICS INDONESIA
DCF401	Dell Inc.
DCF4CA	Apple, Inc.
DCF505	AzureWave Technology Inc.
DCF51B	Arcadyan Corporation
DCF56E	Wellysis Corp.
DCF719	Cisco Systems, Inc
DCF755	SITRONIK
DCF756	Samsung Electronics Co.,Ltd
DCF858	Lorent Networks, Inc.
DCF8B9	zte corporation
DCFAD5	STRONG Ges.m.b.H.
DCFB02	BUFFALO.INC
DCFB48	Intel Corporate
DCFBB8	Meizhou Guo Wei Electronics Co., Ltd
DCFE07	PEGATRON CORPORATION
DCFE18	TP-LINK TECHNOLOGIES CO.,LTD.
DCFE23	Murata Manufacturing Co., Ltd.
E00084	HUAWEI TECHNOLOGIES CO.,LTD
E001A6	Edgecore Networks Corporation
E001C7	Hui Zhou Gaoshengda Technology Co.,LTD
E002A5	ABB Robotics
E0036B	Samsung Electronics Co.,Ltd
E00370	ShenZhen Continental Wireless Technology Co., Ltd.
E0051C	GigaDevice Semiconductor Inc.
E005C5	TP-LINK TECHNOLOGIES CO.,LTD.
E00630	HUAWEI TECHNOLOGIES CO.,LTD
E006E6	Hon Hai Precision Ind. Co.,Ltd.
E0071B	Hewlett Packard Enterprise
E007C2	FUJIAN STAR-NET COMMUNICATION CO.,LTD
E00855	AVM Audiovisuelles Marketing und Computersysteme GmbH
E00871	Dongguan Liesheng Electronic Co., Ltd.
E009BF	SHENZHEN TONG BO WEI TECHNOLOGY Co.,LTD
E00AF6	Liteon Technology Corporation
E00B28	Inovonics
E00C7F	Nintendo Co., Ltd.
E00CE5	HUAWEI TECHNOLOGIES CO.,LTD
E00DB9	Cree, Inc.
E00DEE	Huawei Device Co., Ltd.
E00ECE	Fiberhome Telecommunication Technologies Co.,LTD
E00EDA	Cisco Systems, Inc
E00EE1	We Corporation Inc.
E00EE4	DWnet Technologies(Suzhou) Corporation
E0107F	Ruckus Wireless
E01283	Shenzhen Fanzhuo Communication Technology Co., Lt
E01333	General Motors
E013B5	vivo Mobile Communication Co., Ltd.
E0143E	Modoosis Inc.
E016B1	Advanced Design Technology co.,ltd.
E01877	FUJITSU LIMITED
E0189F	EM Microelectronic
E0191D	HUAWEI TECHNOLOGIES CO.,LTD
E01954	zte corporation
E01995	Nutanix
E019D8	BH TECHNOLOGIES
E01ADF	Google, Inc.
E01AEA	Allied Telesis, Inc.
E01C41	Extreme Networks Headquarters
E01CA7	Arista Networks
E01CEE	Bravo Tech, Inc.
E01CFC	D-Link International
E01D38	Beijing HuaqinWorld Technology Co.,Ltd
E01D3B	Cambridge Industries(Group) Co.,Ltd.
E01E07	Anite Telecoms  US. Inc
E01F0A	Xslent Energy Technologies. LLC
E01F2B	Nokia Solutions and Networks GmbH & Co. KG
E01F34	HMD Global Oy
E01F6A	Huawei Device Co., Ltd.
E01F88	Xiaomi Communications Co Ltd
E01FED	Nokia Shanghai Bell Co., Ltd.
E01FFC	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
E021FE	Richer Link Technologies CO.,LTD
E02202	Commscope
E022A1	AltoBeam Inc.
E0233B	IEEE Registration Authority
E023D7	Sleep Number
E023FF	Fortinet, Inc.
E0247F	HUAWEI TECHNOLOGIES CO.,LTD
E02481	HUAWEI TECHNOLOGIES CO.,LTD
E02538	Titan Pet Products
E02611	Apple, Inc.
E02630	Intrigue Technologies, Inc.
E02636	Nortel Networks
E0271A	TTC Next-generation Home Network System WG
E0276C	Guangzhou Shiyuan Electronic Technology Company Limited
E0280A	TP-Link Systems Inc.
E02861	HUAWEI TECHNOLOGIES CO.,LTD
E0286D	AVM Audiovisuelles Marketing und Computersysteme GmbH
E028B1	Shenzhen Skyworth Digital  Technology  CO., Ltd
E02967	HMD Global Oy
E02A66	Cisco Systems, Inc
E02A82	Universal Global Scientific Industrial., Ltd
E02AE6	Fiberhome Telecommunication Technologies Co.,LTD
E02B96	Apple, Inc.
E02BE9	Intel Corporate
E02CB2	Lenovo Mobile Communication (Wuhan) Company Limited
E02CF3	MRS Electronic GmbH
E02DF0	ALPSALPINE CO,.LTD
E02E0B	Intel Corporate
E02E3F	Huawei Device Co., Ltd.
E02EFE	Zhejiang Dahua Technology Co., Ltd.
E02F6D	Cisco Systems, Inc
E03005	Alcatel-Lucent Shanghai Bell Co., Ltd
E030F9	Juniper Networks
E0315D	EM Microelectronic
E0319E	Valve Corporation
E031D0	SZ Telstar CO., LTD
E0338E	Apple, Inc.
E034E4	Feit Electric Company, Inc.
E03560	Challenger Supply Holdings, LLC
E03676	HUAWEI TECHNOLOGIES CO.,LTD
E036E3	Stage One International Co., Ltd.
E03717	Vantiva USA LLC
E037BF	WNC Corporation
E0382D	IEEE Registration Authority
E0383F	zte corporation
E039D7	Plexxi, Inc.
E03AAA	Intel Corporate
E03C1C	IEEE Registration Authority
E03C5B	SHENZHEN JIAXINJIE ELECTRON CO.,LTD
E03DA6	Taicang T&W Electronics
E03E44	Broadcom
E03E4A	Cavanagh Group International
E03E7D	data-complex GmbH
E03ECB	Qingdao Intelligent&Precise Electronics Co.,Ltd.
E03F49	ASUSTek COMPUTER INC.
E04007	Huawei Device Co., Ltd.
E04027	Huawei Device Co., Ltd.
E04102	zte corporation
E04136	MitraStar Technology Corp.
E0426D	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E043DB	Shenzhen ViewAt Technology Co.,Ltd.
E0456D	China Mobile Group Device Co.,Ltd.
E0469A	NETGEAR
E046E5	Gosuncn Technology Group Co., Ltd.
E046EE	NETGEAR
E04735	Ericsson AB
E04824	Garmin International
E048AF	Premietech Limited
E048D3	MOBIWIRE MOBILES (NINGBO) CO.,LTD
E048D8	Guangzhi Wulian Technology(Guangzhou) Co., Ltd
E04934	Calix Inc.
E049ED	Audeze LLC
E04B41	Hangzhou Beilian Low Carbon Technology Co., Ltd.
E04B45	Hi-P Electronics Pte Ltd
E04BA6	HUAWEI TECHNOLOGIES CO.,LTD
E04C05	EverCharge
E04C12	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
E04E5D	HUAWEI TECHNOLOGIES CO.,LTD
E04E7A	Nanjing Qinheng Microelectronics Co., Ltd.
E04F43	Universal Global Scientific Industrial., Ltd
E04FBD	Sichuan Tianyi Comheart Telecom Co.,LTD
E0508B	Zhejiang Dahua Technology Co., Ltd.
E05124	NXP Semiconductors
E05163	Arcadyan Corporation
E051D8	China Dragon Technology Limited
E0553D	Cisco Meraki
E05597	Emergent Vision Technologies Inc.
E05689	Lootom Telcovideo Network (Wuxi) Co Ltd
E05694	Yunhight Microelectronics
E056F4	AxesNetwork Solutions inc.
E0589E	Laerdal Medical
E05A1B	Espressif Inc.
E05A9F	IEEE Registration Authority
E05B70	Innovid, Co., Ltd.
E05D54	Ruijie Networks Co.,LTD
E05D5C	Oy Everon Ab
E05DA6	Detlef Fink Elektronik & Softwareentwicklung
E05F45	Apple, Inc.
E05FB9	Cisco Systems, Inc
E0604A	Fiberhome Telecommunication Technologies Co.,LTD
E06066	Sercomm Corporation.
E06089	Cloudleaf, Inc.
E061B2	HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD
E06234	Texas Instruments
E06267	Xiaomi Communications Co Ltd
E06290	Jinan Jovision Science & Technology Co., Ltd.
E063DA	Ubiquiti Inc
E063E5	Sony Corporation
E064BB	DigiView S.r.l.
E06678	Apple, Inc.
E06781	Dongguan Liesheng Electronic Co., Ltd.
E067B3	Shenzhen C-Data Technology Co., Ltd.
E0686D	Raybased AB
E068EE	Phyplus Microelectronics Limited
E0693A	Innophase Inc.
E06995	PEGATRON CORPORATION
E069BA	Cisco Systems, Inc
E06A05	Shenzhen YOUHUA Technology Co., Ltd
E06C4E	Shenzhen TINNO Mobile Technology Corp.
E06CA6	Creotech Instruments S.A.
E06CC5	Huawei Device Co., Ltd.
E06CF6	ESSENCORE limited
E06D17	Apple, Inc.
E06D18	PIONEERCORPORATION
E070EA	HP Inc.
E0720A	Shenzhen SuperElectron Technology Co.,Ltd.
E07256	Intel Corporate
E07291	Silicon Laboratories
E072A1	Espressif Inc.
E0735F	NUCOM
E073E7	HP Inc.
E0750A	ALPSALPINE CO,.LTD
E07526	China Dragon Technology Limited
E0757D	Motorola Mobility LLC, a Lenovo Company
E075AA	Beijing Jingling Information System Technology Co., Ltd.
E076D0	AMPAK Technology, Inc.
E07726	Huawei Device Co., Ltd.
E078A3	Shanghai Winner Information Technology Co.,Inc
E0795E	Wuxi Xiaohu Technology Co.,Ltd.
E0798D	Silicon Laboratories
E079C4	iRay Technology Company Limited
E07C13	zte corporation
E07C62	Whistle Labs, Inc.
E07DEA	Texas Instruments
E07E5F	Renesas Electronics (Penang) Sdn. Bhd.
E07F53	TECHBOARD SRL
E07F88	EVIDENCE Network SIA
E0806B	Xiaomi Communications Co Ltd
E08177	GreenBytes, Inc.
E084F3	High Grade Controls Corporation
E0854D	LG Innotek
E0859A	SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.
E08614	Inseego Wireless, Inc
E087B1	Nata-Info Ltd.
E0885D	Vantiva USA LLC
E0897E	Apple, Inc.
E0899D	Cisco Systems, Inc
E08A7E	Exponent
E08C3C	Cisco Systems, Inc
E08CFE	Espressif Inc.
E08E3C	Aztech Electronics Pte Ltd
E08F4C	Intel Corporate
E08FEC	REPOTEC CO., LTD.
E0913C	Kyeungin CNS Co., Ltd.
E09153	XAVi Technologies Corp.
E091F5	NETGEAR
E0925C	Apple, Inc.
E0928F	Texas Instruments
E092A7	Feitian Technologies Co., Ltd
E09467	Intel Corporate
E09579	ORTHOsoft inc, d/b/a Zimmer CAS
E095FF	Infinix mobility limited
E096E8	Fiberhome Telecommunication Technologies Co.,LTD
E09796	HUAWEI TECHNOLOGIES CO.,LTD
E097F2	Atomax Inc.
E09806	Espressif Inc.
E09861	Motorola Mobility LLC, a Lenovo Company
E09971	Samsung Electronics Co.,Ltd
E09B27	Ciena Corporation
E09C8D	Seakeeper, Inc.
E09CE5	Shanghai Tricheer Technology Co.,Ltd.
E09D13	Samsung Electronics Co.,Ltd
E09D1E	zte corporation
E09D31	Intel Corporate
E09D73	Mellanox Technologies, Inc.
E09DB8	PLANEX COMMUNICATIONS INC.
E09DFA	Wanan Hongsheng Electronic Co.Ltd
E09F2A	Iton Technology Corp.
E0A129	Extreme Networks Headquarters
E0A198	NOJA Power Switchgear Pty Ltd
E0A1CE	zte corporation
E0A1D7	SFR
E0A258	Wanbang Digital Energy Co.,Ltd
E0A25A	Shanghai Mo xiang Network Technology CO.,ltd
E0A30F	Pevco
E0A366	Motorola Mobility LLC, a Lenovo Company
E0A3AC	HUAWEI TECHNOLOGIES CO.,LTD
E0A498	SHENZHEN ORFA TECH CO.,LTD
E0A509	Bitmain Technologies Inc
E0A670	Nokia Corporation
E0A700	Verkada Inc
E0A8B8	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
E0AA96	Samsung Electronics Co.,Ltd
E0AAB0	SUNTAILI ENTERPRISE CO. LTD,
E0AADB	Nanjing PANENG Technology Development Co.,Ltd
E0ABFE	Orb Networks, Inc.
E0ACCB	Apple, Inc.
E0ACF1	Cisco Systems, Inc
E0AD9B	HUAWEI TECHNOLOGIES CO.,LTD
E0AE5E	ALPSALPINE CO,.LTD
E0AEA2	HUAWEI TECHNOLOGIES CO.,LTD
E0AEB2	Bender GmbH &amp; Co.KG
E0AEED	LOENK
E0AF4B	Pluribus Networks, Inc.
E0AF4F	Deutsche Telekom AG
E0B260	TENO NETWORK TECHNOLOGIES COMPANY LIMITED
E0B2F1	FN-LINK TECHNOLOGY LIMITED
E0B52D	Apple, Inc.
E0B55F	Apple, Inc.
E0B655	Beijing Xiaomi Electronics Co., Ltd.
E0B668	zte corporation
E0B6F5	IEEE Registration Authority
E0B70A	Commscope
E0B72E	ShenZhen Qualmesh Technology Co.,Ltd.
E0B763	Bosch Automotive Products (Suzhou) Co., Ltd. Changzhou Branch
E0B7B1	Commscope
E0B94D	SHENZHEN BILIAN ELECTRONIC CO.，LTD
E0B98A	Shenzhen Taike industrial automation company,Ltd
E0B9A5	AzureWave Technology Inc.
E0B9BA	Apple, Inc.
E0B9E5	Vantiva Technologies Belgium
E0BA78	Apple, Inc.
E0BAAD	Hangzhou Hikvision Digital Technology Co.,Ltd.
E0BAB4	Arrcus, Inc
E0BB0C	Synertau LLC
E0BB9E	Seiko Epson Corporation
E0BC43	C2 Microsystems, Inc.
E0BDA0	Apple, Inc.
E0BE03	Lite-On Network Communication (Dongguan) Limited
E0BFB2	Apple, Inc.
E0C0D1	CK Telecom (Shenzhen) Limited
E0C250	NETGEAR
E0C264	Intel Corporate
E0C286	Aisai Communication Technology Co., Ltd.
E0C29E	zte corporation
E0C2B7	Masimo Corporation
E0C377	Samsung Electronics Co.,Ltd
E0C3EA	Apple, Inc.
E0C3F3	zte corporation
E0C58F	China Mobile IOT Company Limited
E0C63C	Sichuan Tianyi Comheart Telecom Co.,LTD
E0C6B3	MilDef AB
E0C767	Apple, Inc.
E0C79D	Texas Instruments
E0C86A	SHENZHEN TW-SCIE Co., Ltd
E0C922	Jireh Energy Tech., Ltd.
E0C932	Intel Corporate
E0C97A	Apple, Inc.
E0CA3C	Hangzhou Hikvision Digital Technology Co.,Ltd.
E0CA4D	Shenzhen Unistar Communication Co.,LTD
E0CA94	ASKEY COMPUTER CORP
E0CB19	Nokia
E0CB1D	Amazon Technologies Inc.
E0CB4E	ASUSTek COMPUTER INC.
E0CB56	Shenzhen iComm Semiconductor CO.,LTD
E0CBBC	Cisco Meraki
E0CBEE	Samsung Electronics Co.,Ltd
E0CC7A	HUAWEI TECHNOLOGIES CO.,LTD
E0CCF8	Xiaomi Communications Co Ltd
E0CDB8	Huawei Device Co., Ltd.
E0CDFD	Beijing E3Control Technology Co, LTD
E0CEC3	ASKEY COMPUTER CORP
E0CF2D	Gemintek Corporation
E0D045	Intel Corporate
E0D083	Samsung Electronics Co.,Ltd
E0D10A	Katoudenkikougyousyo co ltd
E0D173	Cisco Systems, Inc
E0D1E6	Aliph dba Jawbone
E0D31A	EQUES Technology Co., Limited
E0D362	TP-Link Systems Inc.
E0D3B4	Cisco Meraki
E0D462	Huawei Device Co., Ltd.
E0D464	Intel Corporate
E0D491	Cisco Systems, Inc
E0D4E8	Intel Corporate
E0D55D	Intel Corporate
E0D55E	GIGA-BYTE TECHNOLOGY CO.,LTD.
E0D738	WireStar Networks
E0D7BA	Texas Instruments
E0D848	Dell Inc.
E0D8C4	Qingdao Intelligent&Precise Electronics Co.,Ltd.
E0D9A2	Hippih aps
E0D9E3	Eltex Enterprise Ltd.
E0DA90	HUAWEI TECHNOLOGIES CO.,LTD
E0DAD7	zte corporation
E0DADC	JVC KENWOOD Corporation
E0DB10	Samsung Electronics Co.,Ltd
E0DB55	Dell Inc.
E0DB88	Open Standard Digital-IF Interface for SATCOM Systems
E0DBD1	Vantiva USA LLC
E0DCA0	Siemens Industrial Automation Products Ltd., Chengdu
E0DCFF	Xiaomi Communications Co Ltd
E0DDC0	vivo Mobile Communication Co., Ltd.
E0DEF2	Texas Instruments
E0DF13	Hangzhou Hikvision Digital Technology Co.,Ltd.
E0E0C2	China Mobile Group Device Co.,Ltd.
E0E0FC	Huawei Device Co., Ltd.
E0E1A9	Shenzhen Four Seas Global Link Network Technology Co., Ltd.
E0E258	Intel Corporate
E0E2D1	Beijing Netswift Technology Co.,Ltd.
E0E2E6	Espressif Inc.
E0E37C	Huawei Device Co., Ltd.
E0E5CF	Texas Instruments
E0E62E	TCT mobile ltd
E0E631	SNB TECHNOLOGIES LIMITED
E0E656	Nethesis  srl
E0E6E3	TeamF1 Networks Pvt Limited
E0E751	Nintendo Co., Ltd.
E0E7BB	Nureva, Inc.
E0E8BB	Unicom Vsens Telecommunications Co., Ltd.
E0E8E6	Shenzhen C-Data Technology Co., Ltd.
E0E8E8	Olive Telecommunication Pvt. Ltd
E0EB40	Apple, Inc.
E0EB62	Shanghai Hulu Devices Co., Ltd
E0ED1A	vastriver Technology Co., Ltd
E0EDC7	Shenzhen Friendcom Technology Development Co., Ltd
E0EE1B	Panasonic Automotive Systems Company of America
E0EF02	Chengdu Quanjing Intelligent Technology Co.,Ltd
E0EF25	Lintes Technology Co., Ltd.
E0EFBF	Nintendo Co.,Ltd
E0F211	Digitalwatt
E0F318	Sichuan Tianyi Comheart Telecom Co.,LTD
E0F325	Elkor Technologies Inc.
E0F330	HUAWEI TECHNOLOGIES CO.,LTD
E0F379	Vaddio
E0F442	Huawei Device Co., Ltd.
E0F5C6	Apple, Inc.
E0F5CA	CHENG UEI PRECISION INDUSTRY CO.,LTD.
E0F62D	Juniper Networks
E0F678	Fiberhome Telecommunication Technologies Co.,LTD
E0F6B5	Nintendo Co.,Ltd
E0F728	Amazon Technologies Inc.
E0F847	Apple, Inc.
E0F9BE	Cloudena Corp.
E0FA5B	Arista Networks
E0FAEC	Platan sp. z o.o. sp. k.
E0FFF1	Texas Instruments
E0FFF7	Softiron Inc.
E40177	SafeOwl, Inc.
E4029B	Intel Corporate
E40439	TomTom Software Ltd
E405F8	Bytedance
E406BF	Silicon Laboratories
E406E0	HUAWEI TECHNOLOGIES CO.,LTD
E4072B	Huawei Device Co., Ltd.
E408E7	Quectel Wireless Solutions Co.,Ltd.
E40A16	HUAWEI TECHNOLOGIES CO.,LTD
E40CFD	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E40D36	Intel Corporate
E40D3B	Ericsson AB
E40EEE	HUAWEI TECHNOLOGIES CO.,LTD
E41088	Samsung Electronics Co.,Ltd
E4115B	Hewlett Packard
E41218	ShenZhen Rapoo Technology Co., Ltd.
E4121D	Samsung Electronics Co.,Ltd
E41226	AUMOVIO Technologies Romania S.R.L.
E41289	topsystem GmbH
E415F6	Texas Instruments
E41613	Extreme Networks Headquarters
E417D8	8BITDO TECHNOLOGY HK LIMITED
E4186B	Zyxel Communications Corporation
E4197F	eero inc.
E419C1	HUAWEI TECHNOLOGIES CO.,LTD
E41A1D	NOVEA ENERGIES
E41A2C	ZPE Systems, Inc.
E41B43	Beijing Xiaomi Mobile Software Co., Ltd
E41C4B	V2 TECHNOLOGY, INC.
E41D2D	Mellanox Technologies, Inc.
E41E0A	IEEE Registration Authority
E41E33	AUMOVIO Germany GmbH
E41F13	IBM Corp
E41F7B	Cisco Systems, Inc
E41FD5	Intel Corporate
E41FE9	Dunkermotoren GmbH
E42150	Shanghai Chint low voltage electrical technology Co.,Ltd.
E422A5	PLANTRONICS, INC.
E4233C	Juniper Networks
E42354	SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.,LTD
E4246C	Zhejiang Dahua Technology Co., Ltd.
E425E7	Apple, Inc.
E425E9	Color-Chip
E42686	DWnet Technologies(Suzhou) Corporation
E4268B	Huawei Device Co., Ltd.
E426D5	Motorola Mobility LLC, a Lenovo Company
E42761	Honor Device Co., Ltd.
E42771	Smartlabs
E42805	Pivotal Optics
E428A4	Prama India Private Limited
E4293D	Shenzhen Sy-Fiber Optical Communication Technology.Co.,Ltd
E42AAC	Microsoft Corporation
E42AD3	Magneti Marelli S.p.A. Powertrain
E42B34	Apple, Inc.
E42B79	Nokia
E42C56	Lilee Systems, Ltd.
E42D02	TCT mobile ltd
E42D7B	China Mobile IOT Company Limited
E42F26	Fiberhome Telecommunication Technologies Co.,LTD
E42F37	Apple, Inc.
E42F56	OptoMET GmbH
E42FF6	Unicore communication Inc.
E43022	Hanwha Vision VietNam
E432CB	Samsung Electronics Co.,Ltd
E433AE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E43493	HUAWEI TECHNOLOGIES CO.,LTD
E43593	Hangzhou GoTo technology Co.Ltd
E435C8	HUAWEI TECHNOLOGIES CO.,LTD
E435FB	Sabre Technology (Hull) Ltd
E4379F	Cisco Systems, Inc
E437D7	HENRI DEPAEPE S.A.S.
E43819	Shenzhen Hi-Link Electronic CO.,Ltd.
E4387E	Cisco Systems, Inc
E43883	Ubiquiti Inc
E4388C	Digital Products Limited
E438F2	Advantage Controls
E43A65	MofiNetwork Inc
E43A6E	Shenzhen Zeroone Technology CO.,LTD
E43BC9	HISENSE VISUAL TECHNOLOGY CO.,LTD
E43C80	University of Oklahoma
E43D1A	Broadcom Limited
E43EC6	HUAWEI TECHNOLOGIES CO.,LTD
E43ED7	Arcadyan Corporation
E43FA2	Wuxi DSP Technologies Inc.
E44097	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E440E2	Samsung Electronics Co.,Ltd
E44122	OnePlus Technology (Shenzhen) Co., Ltd
E44164	Nokia
E441D4	vivo Mobile Communication Co., Ltd.
E441E6	Ottec Technology GmbH
E442A6	Intel Corporate
E4434B	Dell Inc.
E44389	Apple, Inc.
E444E5	Extreme Networks Headquarters
E44519	Beijing Xiaomi Electronics Co.,Ltd
E446B0	Fujitsu Client Computing Limited
E446BD	C&C TECHNIC TAIWAN CO., LTD.
E446DA	Xiaomi Communications Co Ltd
E44790	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E44791	Iris ID Systems, Inc.
E447B3	zte corporation
E448C7	Cisco SPVTG
E44AE0	Intel Corporate
